Date,Country,Confirmed,Recovered,Deaths
2020-01-22,Afghanistan,0,0,0
2020-01-23,Afghanistan,0,0,0
2020-01-24,Afghanistan,0,0,0
2020-01-25,Afghanistan,0,0,0
2020-01-26,Afghanistan,0,0,0
2020-01-27,Afghanistan,0,0,0
2020-01-28,Afghanistan,0,0,0
2020-01-29,Afghanistan,0,0,0
2020-01-30,Afghanistan,0,0,0
2020-01-31,Afghanistan,0,0,0
2020-02-01,Afghanistan,0,0,0
2020-02-02,Afghanistan,0,0,0
2020-02-03,Afghanistan,0,0,0
2020-02-04,Afghanistan,0,0,0
2020-02-05,Afghanistan,0,0,0
2020-02-06,Afghanistan,0,0,0
2020-02-07,Afghanistan,0,0,0
2020-02-08,Afghanistan,0,0,0
2020-02-09,Afghanistan,0,0,0
2020-02-10,Afghanistan,0,0,0
2020-02-11,Afghanistan,0,0,0
2020-02-12,Afghanistan,0,0,0
2020-02-13,Afghanistan,0,0,0
2020-02-14,Afghanistan,0,0,0
2020-02-15,Afghanistan,0,0,0
2020-02-16,Afghanistan,0,0,0
2020-02-17,Afghanistan,0,0,0
2020-02-18,Afghanistan,0,0,0
2020-02-19,Afghanistan,0,0,0
2020-02-20,Afghanistan,0,0,0
2020-02-21,Afghanistan,0,0,0
2020-02-22,Afghanistan,0,0,0
2020-02-23,Afghanistan,0,0,0
2020-02-24,Afghanistan,5,0,0
2020-02-25,Afghanistan,5,0,0
2020-02-26,Afghanistan,5,0,0
2020-02-27,Afghanistan,5,0,0
2020-02-28,Afghanistan,5,0,0
2020-02-29,Afghanistan,5,0,0
2020-03-01,Afghanistan,5,0,0
2020-03-02,Afghanistan,5,0,0
2020-03-03,Afghanistan,5,0,0
2020-03-04,Afghanistan,5,0,0
2020-03-05,Afghanistan,5,0,0
2020-03-06,Afghanistan,5,0,0
2020-03-07,Afghanistan,8,0,0
2020-03-08,Afghanistan,8,0,0
2020-03-09,Afghanistan,8,0,0
2020-03-10,Afghanistan,8,0,0
2020-03-11,Afghanistan,11,0,0
2020-03-12,Afghanistan,11,0,0
2020-03-13,Afghanistan,11,0,0
2020-03-14,Afghanistan,14,0,0
2020-03-15,Afghanistan,20,0,0
2020-03-16,Afghanistan,25,1,0
2020-03-17,Afghanistan,26,1,0
2020-03-18,Afghanistan,26,1,0
2020-03-19,Afghanistan,26,1,0
2020-03-20,Afghanistan,24,1,0
2020-03-21,Afghanistan,24,1,0
2020-03-22,Afghanistan,34,1,0
2020-03-23,Afghanistan,40,1,1
2020-03-24,Afghanistan,42,1,1
2020-03-25,Afghanistan,74,2,1
2020-03-26,Afghanistan,80,2,2
2020-03-27,Afghanistan,91,2,2
2020-03-28,Afghanistan,106,2,2
2020-03-29,Afghanistan,114,2,4
2020-03-30,Afghanistan,114,2,4
2020-03-31,Afghanistan,166,5,4
2020-04-01,Afghanistan,192,5,4
2020-04-02,Afghanistan,235,10,4
2020-04-03,Afghanistan,269,10,5
2020-04-04,Afghanistan,270,10,5
2020-04-05,Afghanistan,299,15,7
2020-04-06,Afghanistan,337,18,7
2020-04-07,Afghanistan,367,18,11
2020-04-08,Afghanistan,423,29,14
2020-04-09,Afghanistan,444,32,15
2020-04-10,Afghanistan,521,32,15
2020-04-11,Afghanistan,521,32,15
2020-04-12,Afghanistan,555,32,18
2020-04-13,Afghanistan,607,32,19
2020-04-14,Afghanistan,665,40,22
2020-04-15,Afghanistan,770,43,25
2020-04-16,Afghanistan,794,54,29
2020-04-17,Afghanistan,845,99,30
2020-04-18,Afghanistan,908,112,30
2020-04-19,Afghanistan,933,131,30
2020-04-20,Afghanistan,996,135,33
2020-04-21,Afghanistan,1026,150,36
2020-04-22,Afghanistan,1092,166,36
2020-04-23,Afghanistan,1176,179,40
2020-04-24,Afghanistan,1226,188,40
2020-04-25,Afghanistan,1330,188,43
2020-04-26,Afghanistan,1463,207,49
2020-04-27,Afghanistan,1531,220,50
2020-04-28,Afghanistan,1703,228,60
2020-04-29,Afghanistan,1827,252,60
2020-04-30,Afghanistan,1827,260,60
2020-05-01,Afghanistan,2171,310,64
2020-05-02,Afghanistan,2469,331,72
2020-05-03,Afghanistan,2469,345,72
2020-05-04,Afghanistan,2469,397,72
2020-05-05,Afghanistan,2469,421,72
2020-05-06,Afghanistan,3224,458,95
2020-05-07,Afghanistan,3392,468,104
2020-05-08,Afghanistan,3563,472,105
2020-05-09,Afghanistan,3563,502,105
2020-05-10,Afghanistan,4402,558,119
2020-05-11,Afghanistan,4664,558,120
2020-05-12,Afghanistan,4967,610,127
2020-05-13,Afghanistan,4967,648,127
2020-05-14,Afghanistan,5339,691,136
2020-05-15,Afghanistan,6053,745,153
2020-05-16,Afghanistan,6402,745,168
2020-05-17,Afghanistan,6635,778,169
2020-05-18,Afghanistan,7072,801,173
2020-05-19,Afghanistan,7655,850,177
2020-05-20,Afghanistan,8145,930,187
2020-05-21,Afghanistan,8676,938,193
2020-05-22,Afghanistan,9216,996,205
2020-05-23,Afghanistan,9952,1040,215
2020-05-24,Afghanistan,10668,1075,222
2020-05-25,Afghanistan,11180,1097,223
2020-05-26,Afghanistan,11917,1128,224
2020-05-27,Afghanistan,12465,1138,230
2020-05-28,Afghanistan,13102,1209,239
2020-05-29,Afghanistan,13745,1259,250
2020-05-30,Afghanistan,14529,1303,252
2020-05-31,Afghanistan,15180,1328,254
2020-06-01,Afghanistan,15836,1428,269
2020-06-02,Afghanistan,16578,1450,274
2020-06-03,Afghanistan,17353,1522,298
2020-06-04,Afghanistan,17977,1585,303
2020-06-05,Afghanistan,19055,1762,313
2020-06-06,Afghanistan,19637,1830,331
2020-06-07,Afghanistan,20428,1875,361
2020-06-08,Afghanistan,21003,2171,373
2020-06-09,Afghanistan,21308,2651,380
2020-06-10,Afghanistan,22228,3013,409
2020-06-11,Afghanistan,22976,3326,430
2020-06-12,Afghanistan,23632,3928,450
2020-06-13,Afghanistan,24188,4201,455
2020-06-14,Afghanistan,24852,4725,475
2020-06-15,Afghanistan,25613,5164,480
2020-06-16,Afghanistan,25719,5508,488
2020-06-17,Afghanistan,26960,6158,508
2020-06-18,Afghanistan,27423,7660,550
2020-06-19,Afghanistan,27964,7962,552
2020-06-20,Afghanistan,28383,8292,552
2020-06-21,Afghanistan,28919,8764,585
2020-06-22,Afghanistan,29229,8841,602
2020-06-23,Afghanistan,29567,9260,622
2020-06-24,Afghanistan,29726,9869,643
2020-06-25,Afghanistan,30261,10174,679
2020-06-26,Afghanistan,30346,10306,684
2020-06-27,Afghanistan,30702,10674,707
2020-06-28,Afghanistan,31053,12604,733
2020-06-29,Afghanistan,31324,13934,737
2020-06-30,Afghanistan,31445,14131,739
2020-07-01,Afghanistan,31848,15651,778
2020-07-02,Afghanistan,32108,16041,811
2020-07-03,Afghanistan,32410,17331,823
2020-07-04,Afghanistan,32758,19164,830
2020-07-05,Afghanistan,33037,19366,868
2020-07-06,Afghanistan,33150,20103,891
2020-07-07,Afghanistan,33470,20179,924
2020-07-08,Afghanistan,33680,20700,940
2020-07-09,Afghanistan,33739,20847,941
2020-07-10,Afghanistan,34280,20882,975
2020-07-11,Afghanistan,34437,21135,979
2020-07-12,Afghanistan,34537,21216,1014
2020-07-13,Afghanistan,34541,21254,1016
2020-07-14,Afghanistan,34826,21454,1049
2020-07-15,Afghanistan,35026,22456,1098
2020-07-16,Afghanistan,35156,22824,1117
2020-07-17,Afghanistan,35315,23151,1151
2020-07-18,Afghanistan,35375,23273,1151
2020-07-19,Afghanistan,35561,23634,1185
2020-07-20,Afghanistan,35595,23741,1187
2020-07-21,Afghanistan,35701,23741,1188
2020-07-22,Afghanistan,35813,23924,1194
2020-07-23,Afghanistan,36001,24550,1215
2020-07-24,Afghanistan,36067,24602,1229
2020-07-25,Afghanistan,36122,24793,1250
2020-07-26,Afghanistan,36243,25180,1263
2020-07-27,Afghanistan,36349,25198,1273
2020-07-28,Afghanistan,36454,25358,1274
2020-07-29,Afghanistan,36557,25389,1275
2020-07-30,Afghanistan,36628,25471,1275
2020-07-31,Afghanistan,36628,25509,1275
2020-08-01,Afghanistan,36796,25509,1287
2020-08-02,Afghanistan,36796,25510,1287
2020-08-03,Afghanistan,36796,25669,1287
